ID_Venta;Producto_Ing;Producto;Categoría_Ing;Categoría;Precio;Cantidad;Edad;Género_Ing;Género;Descuento;Método de Pago_Ing;Descuento_Aplicado;Cantidad_Descontada;Método de Pago;Región_Ing;Región;Fecha_Venta;Ventas_Totales;Rango_Edad
3160;Tablet;Tablet;Electronics;Electrónica;405,58 €;2;33;Male;Masculino;4%;PayPal;Si;32,45 €;Paypal;Europe;Europa;5/6/24;778,71 €;Adultos
3161;Laptop;Portátil;Electronics;Electrónica;729,77 €;7;64;Male;Masculino;8%;Debit Card;Si;408,67 €;Tarjeta de Débito;South America;América del Sur;22/9/24;4.699,72 €;Tercera Edad
3162;Smartwatch;Reloj Inteligente;Electronics;Electrónica;394,84 €;4;50;Male;Masculino;25%;Debit Card;Si;394,84 €;Tarjeta de Débito;Europe;Europa;13/12/24;1.184,52 €;Adultos Mayores
3163;Smartwatch;Reloj Inteligente;Electronics;Electrónica;654,84 €;8;61;Male;Masculino;11%;Credit Card;Si;576,26 €;Tarjeta de Crédito;Africa;África;22/3/23;4.662,46 €;Tercera Edad
3164;Headphones;Auriculares;Accessories;Accesorios;262,89 €;3;28;Male;Masculino;25%;PayPal;Si;197,17 €;Paypal;South America;América del Sur;11/11/23;591,50 €;Adultos
3165;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.244,86 €;2;63;Female;Femenino;17%;Bank Transfer;Si;423,25 €;Transferencia Bancaria;Africa;África;31/8/23;2.066,47 €;Tercera Edad
3166;Laptop;Portátil;Electronics;Electrónica;1.193,18 €;1;63;Female;Femenino;17%;Credit Card;Si;202,84 €;Tarjeta de Crédito;North America;América del Norte;20/3/23;990,34 €;Tercera Edad
3167;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.091,82 €;7;52;Female;Femenino;26%;Bank Transfer;Si;1.987,11 €;Transferencia Bancaria;Africa;África;26/10/24;5.655,63 €;Adultos Mayores
3168;Tablet;Tablet;Electronics;Electrónica;1.111,38 €;5;21;Male;Masculino;14%;Credit Card;Si;777,97 €;Tarjeta de Crédito;South America;América del Sur;6/4/24;4.778,93 €;Jóvenes
3169;Tablet;Tablet;Electronics;Electrónica;320,07 €;10;64;Male;Masculino;25%;PayPal;Si;800,18 €;Paypal;Europe;Europa;25/1/23;2.400,52 €;Tercera Edad
3170;Headphones;Auriculares;Accessories;Accesorios;546,09 €;8;34;Female;Femenino;24%;PayPal;Si;1.048,49 €;Paypal;North America;América del Norte;13/5/24;3.320,23 €;Adultos
3171;Tablet;Tablet;Electronics;Electrónica;1.022,75 €;4;32;Female;Femenino;8%;Bank Transfer;Si;327,28 €;Transferencia Bancaria;Asia;Asia;26/11/24;3.763,72 €;Adultos
3172;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.202,55 €;8;38;Male;Masculino;23%;PayPal;Si;2.212,69 €;Paypal;South America;América del Sur;15/6/24;7.407,71 €;Adultos
3173;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.163,77 €;3;29;Female;Femenino;17%;Bank Transfer;Si;593,52 €;Transferencia Bancaria;Europe;Europa;18/1/23;2.897,79 €;Adultos
3174;Smartphone;Móvil Inteligente;Electronics;Electrónica;209,30 €;5;36;Male;Masculino;25%;PayPal;Si;261,63 €;Paypal;Europe;Europa;27/3/23;784,88 €;Adultos
3175;Smartphone;Móvil Inteligente;Electronics;Electrónica;325,38 €;7;49;Male;Masculino;21%;Credit Card;Si;478,31 €;Tarjeta de Crédito;South America;América del Sur;6/5/23;1.799,35 €;Adultos Mayores
3176;Smartwatch;Reloj Inteligente;Electronics;Electrónica;896,94 €;7;23;Female;Femenino;6%;Credit Card;Si;376,71 €;Tarjeta de Crédito;Europe;Europa;10/7/24;5.901,87 €;Jóvenes
3177;Smartwatch;Reloj Inteligente;Electronics;Electrónica;394,26 €;3;49;Male;Masculino;4%;PayPal;Si;47,31 €;Paypal;South America;América del Sur;26/8/23;1.135,47 €;Adultos Mayores
3178;Headphones;Auriculares;Accessories;Accesorios;642,71 €;8;48;Male;Masculino;29%;PayPal;Si;1.491,09 €;Paypal;Africa;África;15/5/24;3.650,59 €;Adultos Mayores
3179;Headphones;Auriculares;Accessories;Accesorios;82,24 €;3;47;Female;Femenino;8%;Bank Transfer;Si;19,74 €;Transferencia Bancaria;Africa;África;23/1/23;226,98 €;Adultos Mayores
3180;Tablet;Tablet;Electronics;Electrónica;1.129,81 €;5;37;Male;Masculino;16%;PayPal;Si;903,85 €;Paypal;South America;América del Sur;19/1/24;4.745,20 €;Adultos
3181;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.357,13 €;5;63;Female;Femenino;26%;Debit Card;Si;1.764,27 €;Tarjeta de Débito;Europe;Europa;9/10/24;5.021,38 €;Tercera Edad
3182;Smartwatch;Reloj Inteligente;Electronics;Electrónica;953,99 €;3;27;Male;Masculino;2%;PayPal;Si;57,24 €;Paypal;Asia;Asia;11/1/23;2.804,73 €;Adultos
3183;Laptop;Portátil;Electronics;Electrónica;956,24 €;6;64;Male;Masculino;15%;PayPal;Si;860,62 €;Paypal;South America;América del Sur;28/5/24;4.876,82 €;Tercera Edad
3184;Headphones;Auriculares;Accessories;Accesorios;635,28 €;1;49;Male;Masculino;26%;Credit Card;Si;165,17 €;Tarjeta de Crédito;North America;América del Norte;8/12/24;470,11 €;Adultos Mayores
3185;Headphones;Auriculares;Accessories;Accesorios;762,89 €;4;41;Male;Masculino;21%;Bank Transfer;Si;640,83 €;Transferencia Bancaria;South America;América del Sur;22/5/24;2.410,73 €;Adultos Mayores
3186;Smartwatch;Reloj Inteligente;Electronics;Electrónica;927,90 €;3;54;Male;Masculino;26%;Debit Card;Si;723,76 €;Tarjeta de Débito;North America;América del Norte;28/5/24;2.059,94 €;Adultos Mayores
3187;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.029,23 €;9;33;Male;Masculino;18%;PayPal;Si;1.667,35 €;Paypal;Asia;Asia;29/2/24;7.595,72 €;Adultos
3188;Tablet;Tablet;Electronics;Electrónica;624,80 €;9;44;Male;Masculino;27%;Debit Card;Si;1.518,26 €;Tarjeta de Débito;Africa;África;28/10/23;4.104,94 €;Adultos Mayores
3189;Headphones;Auriculares;Accessories;Accesorios;370,41 €;2;31;Female;Femenino;25%;Bank Transfer;Si;185,21 €;Transferencia Bancaria;Asia;Asia;26/12/24;555,62 €;Adultos
3190;Smartphone;Móvil Inteligente;Electronics;Electrónica;658,89 €;6;65;Female;Femenino;22%;Credit Card;Si;869,73 €;Tarjeta de Crédito;North America;América del Norte;24/12/23;3.083,61 €;Tercera Edad
3191;Laptop;Portátil;Electronics;Electrónica;1.078,21 €;10;38;Male;Masculino;18%;Bank Transfer;Si;1.940,78 €;Transferencia Bancaria;Asia;Asia;4/1/23;8.841,32 €;Adultos
3192;Smartphone;Móvil Inteligente;Electronics;Electrónica;853,18 €;5;58;Male;Masculino;21%;Bank Transfer;Si;895,84 €;Transferencia Bancaria;South America;América del Sur;10/7/24;3.370,06 €;Adultos Mayores
3193;Laptop;Portátil;Electronics;Electrónica;1.001,37 €;3;33;Male;Masculino;3%;Debit Card;Si;90,12 €;Tarjeta de Débito;Asia;Asia;22/1/25;2.913,99 €;Adultos
3194;Headphones;Auriculares;Accessories;Accesorios;544,10 €;9;23;Male;Masculino;11%;PayPal;Si;538,66 €;Paypal;Europe;Europa;8/3/24;4.358,24 €;Jóvenes
3195;Laptop;Portátil;Electronics;Electrónica;439,97 €;2;55;Male;Masculino;1%;PayPal;Si;8,80 €;Paypal;Europe;Europa;3/1/23;871,14 €;Adultos Mayores
3196;Tablet;Tablet;Electronics;Electrónica;712,37 €;3;63;Female;Femenino;23%;Credit Card;Si;491,54 €;Tarjeta de Crédito;Asia;Asia;23/10/24;1.645,57 €;Tercera Edad
3197;Smartphone;Móvil Inteligente;Electronics;Electrónica;186,15 €;4;43;Female;Femenino;16%;Debit Card;Si;119,14 €;Tarjeta de Débito;South America;América del Sur;29/8/23;625,46 €;Adultos Mayores
3198;Smartphone;Móvil Inteligente;Electronics;Electrónica;144,14 €;4;25;Male;Masculino;1%;PayPal;Si;5,77 €;Paypal;Europe;Europa;26/2/24;570,79 €;Adultos
3199;Smartwatch;Reloj Inteligente;Electronics;Electrónica;750,27 €;5;37;Male;Masculino;25%;Debit Card;Si;937,84 €;Tarjeta de Débito;Africa;África;9/7/24;2.813,51 €;Adultos
3200;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.241,36 €;6;40;Male;Masculino;4%;Bank Transfer;Si;297,93 €;Transferencia Bancaria;Asia;Asia;9/4/24;7.150,23 €;Adultos Mayores
3201;Smartwatch;Reloj Inteligente;Electronics;Electrónica;584,66 €;1;60;Female;Femenino;18%;Debit Card;Si;105,24 €;Tarjeta de Débito;Asia;Asia;11/12/24;479,42 €;Tercera Edad
3202;Smartwatch;Reloj Inteligente;Electronics;Electrónica;278,59 €;1;44;Female;Femenino;2%;Bank Transfer;Si;5,57 €;Transferencia Bancaria;South America;América del Sur;28/7/23;273,02 €;Adultos Mayores
3203;Laptop;Portátil;Electronics;Electrónica;94,40 €;2;32;Female;Femenino;25%;Credit Card;Si;47,20 €;Tarjeta de Crédito;Africa;África;13/1/25;141,60 €;Adultos
3204;Headphones;Auriculares;Accessories;Accesorios;484,62 €;5;46;Male;Masculino;8%;PayPal;Si;193,85 €;Paypal;South America;América del Sur;23/11/24;2.229,25 €;Adultos Mayores
3205;Smartphone;Móvil Inteligente;Electronics;Electrónica;307,54 €;5;52;Male;Masculino;16%;Credit Card;Si;246,03 €;Tarjeta de Crédito;Asia;Asia;25/2/23;1.291,67 €;Adultos Mayores
3206;Headphones;Auriculares;Accessories;Accesorios;1.116,99 €;9;37;Male;Masculino;18%;Bank Transfer;Si;1.809,52 €;Transferencia Bancaria;Africa;África;28/9/24;8.243,39 €;Adultos
3207;Smartphone;Móvil Inteligente;Electronics;Electrónica;333,12 €;1;33;Female;Femenino;12%;Bank Transfer;Si;39,97 €;Transferencia Bancaria;Asia;Asia;20/9/24;293,15 €;Adultos
3208;Smartphone;Móvil Inteligente;Electronics;Electrónica;957,18 €;5;50;Male;Masculino;22%;Bank Transfer;Si;1.052,90 €;Transferencia Bancaria;Asia;Asia;9/11/24;3.733,00 €;Adultos Mayores
3209;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.264,06 €;2;38;Male;Masculino;27%;Credit Card;Si;682,59 €;Tarjeta de Crédito;Europe;Europa;20/1/24;1.845,53 €;Adultos
3210;Smartwatch;Reloj Inteligente;Electronics;Electrónica;596,59 €;9;62;Male;Masculino;23%;Credit Card;Si;1.234,94 €;Tarjeta de Crédito;Europe;Europa;14/10/23;4.134,37 €;Tercera Edad
3211;Headphones;Auriculares;Accessories;Accesorios;868,21 €;2;21;Female;Femenino;14%;PayPal;Si;243,10 €;Paypal;Europe;Europa;3/12/24;1.493,32 €;Jóvenes
3212;Headphones;Auriculares;Accessories;Accesorios;681,11 €;2;21;Female;Femenino;26%;Bank Transfer;Si;354,18 €;Transferencia Bancaria;Europe;Europa;16/6/23;1.008,04 €;Jóvenes
3213;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.211,49 €;5;24;Female;Femenino;7%;Credit Card;Si;424,02 €;Tarjeta de Crédito;Europe;Europa;20/4/23;5.633,43 €;Jóvenes
3214;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.213,83 €;3;23;Male;Masculino;6%;Credit Card;Si;218,49 €;Tarjeta de Crédito;Europe;Europa;23/8/24;3.423,00 €;Jóvenes
3215;Headphones;Auriculares;Accessories;Accesorios;1.189,68 €;6;23;Female;Femenino;29%;Debit Card;Si;2.070,04 €;Tarjeta de Débito;Africa;África;9/2/23;5.068,04 €;Jóvenes
3216;Tablet;Tablet;Electronics;Electrónica;1.094,88 €;10;20;Female;Femenino;11%;Debit Card;Si;1.204,37 €;Tarjeta de Débito;Asia;Asia;29/1/25;9.744,43 €;Jóvenes
3217;Headphones;Auriculares;Accessories;Accesorios;905,24 €;8;28;Male;Masculino;2%;PayPal;Si;144,84 €;Paypal;Asia;Asia;21/7/23;7.097,08 €;Adultos
3218;Tablet;Tablet;Electronics;Electrónica;624,05 €;8;35;Male;Masculino;4%;Credit Card;Si;199,70 €;Tarjeta de Crédito;Asia;Asia;25/12/24;4.792,70 €;Adultos
3219;Smartwatch;Reloj Inteligente;Electronics;Electrónica;567,72 €;3;23;Female;Femenino;30%;Credit Card;Si;510,95 €;Tarjeta de Crédito;Africa;África;8/1/24;1.192,21 €;Jóvenes
3220;Laptop;Portátil;Electronics;Electrónica;1.369,09 €;7;62;Male;Masculino;27%;Credit Card;Si;2.587,58 €;Tarjeta de Crédito;North America;América del Norte;15/7/24;6.996,05 €;Tercera Edad
3221;Laptop;Portátil;Electronics;Electrónica;733,27 €;2;41;Female;Femenino;22%;PayPal;Si;322,64 €;Paypal;Europe;Europa;5/11/24;1.143,90 €;Adultos Mayores
3222;Tablet;Tablet;Electronics;Electrónica;737,37 €;9;53;Male;Masculino;20%;Credit Card;Si;1.327,27 €;Tarjeta de Crédito;North America;América del Norte;25/1/23;5.309,06 €;Adultos Mayores
3223;Tablet;Tablet;Electronics;Electrónica;220,11 €;8;37;Male;Masculino;6%;Credit Card;Si;105,65 €;Tarjeta de Crédito;North America;América del Norte;21/9/23;1.655,23 €;Adultos
3224;Smartwatch;Reloj Inteligente;Electronics;Electrónica;246,54 €;4;23;Female;Femenino;6%;Bank Transfer;Si;59,17 €;Transferencia Bancaria;South America;América del Sur;9/4/23;926,99 €;Jóvenes
3225;Smartwatch;Reloj Inteligente;Electronics;Electrónica;159,58 €;8;44;Female;Femenino;18%;PayPal;Si;229,80 €;Paypal;North America;América del Norte;12/10/23;1.046,84 €;Adultos Mayores
3226;Smartwatch;Reloj Inteligente;Electronics;Electrónica;969,42 €;5;56;Female;Femenino;9%;Credit Card;Si;436,24 €;Tarjeta de Crédito;North America;América del Norte;1/10/23;4.410,86 €;Adultos Mayores
3227;Smartwatch;Reloj Inteligente;Electronics;Electrónica;156,47 €;6;60;Male;Masculino;6%;Debit Card;Si;56,33 €;Tarjeta de Débito;Africa;África;4/2/23;882,49 €;Tercera Edad
3228;Tablet;Tablet;Electronics;Electrónica;786,73 €;10;29;Male;Masculino;6%;PayPal;Si;472,04 €;Paypal;North America;América del Norte;12/4/24;7.395,26 €;Adultos
3229;Headphones;Auriculares;Accessories;Accesorios;193,72 €;8;27;Female;Femenino;9%;Bank Transfer;Si;139,48 €;Transferencia Bancaria;South America;América del Sur;9/1/24;1.410,28 €;Adultos
3230;Headphones;Auriculares;Accessories;Accesorios;1.272,60 €;5;22;Male;Masculino;18%;Credit Card;Si;1.145,34 €;Tarjeta de Crédito;Africa;África;20/5/23;5.217,66 €;Jóvenes
3231;Headphones;Auriculares;Accessories;Accesorios;1.319,48 €;9;24;Female;Femenino;8%;Bank Transfer;Si;950,03 €;Transferencia Bancaria;Africa;África;26/8/24;10.925,29 €;Jóvenes
3232;Smartphone;Móvil Inteligente;Electronics;Electrónica;88,00 €;8;46;Female;Femenino;17%;Credit Card;Si;119,68 €;Tarjeta de Crédito;South America;América del Sur;22/5/24;584,32 €;Adultos Mayores
3233;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.427,71 €;9;42;Male;Masculino;11%;Bank Transfer;Si;1.413,43 €;Transferencia Bancaria;North America;América del Norte;24/5/23;11.435,96 €;Adultos Mayores
3234;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.342,00 €;2;29;Male;Masculino;6%;Credit Card;Si;161,04 €;Tarjeta de Crédito;Africa;África;23/6/24;2.522,96 €;Adultos
3235;Smartphone;Móvil Inteligente;Electronics;Electrónica;352,05 €;7;44;Male;Masculino;8%;Bank Transfer;Si;197,15 €;Transferencia Bancaria;South America;América del Sur;23/5/23;2.267,20 €;Adultos Mayores
3236;Headphones;Auriculares;Accessories;Accesorios;576,57 €;8;39;Female;Femenino;30%;PayPal;Si;1.383,77 €;Paypal;South America;América del Sur;3/3/24;3.228,79 €;Adultos
3237;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.265,17 €;7;30;Female;Femenino;16%;Bank Transfer;Si;1.416,99 €;Transferencia Bancaria;Asia;Asia;9/2/24;7.439,20 €;Adultos
3238;Headphones;Auriculares;Accessories;Accesorios;1.302,26 €;1;27;Male;Masculino;23%;Bank Transfer;Si;299,52 €;Transferencia Bancaria;North America;América del Norte;23/10/24;1.002,74 €;Adultos
3239;Laptop;Portátil;Electronics;Electrónica;515,49 €;2;56;Female;Femenino;26%;Bank Transfer;Si;268,05 €;Transferencia Bancaria;South America;América del Sur;12/5/24;762,93 €;Adultos Mayores
3240;Laptop;Portátil;Electronics;Electrónica;1.402,19 €;1;50;Male;Masculino;26%;Credit Card;Si;364,57 €;Tarjeta de Crédito;Asia;Asia;23/12/23;1.037,62 €;Adultos Mayores
3241;Tablet;Tablet;Electronics;Electrónica;1.054,57 €;2;39;Male;Masculino;22%;Debit Card;Si;464,01 €;Tarjeta de Débito;Africa;África;10/11/24;1.645,13 €;Adultos
3242;Smartphone;Móvil Inteligente;Electronics;Electrónica;431,85 €;9;52;Male;Masculino;4%;Debit Card;Si;155,47 €;Tarjeta de Débito;Europe;Europa;26/8/24;3.731,18 €;Adultos Mayores
3243;Laptop;Portátil;Electronics;Electrónica;948,42 €;2;26;Male;Masculino;16%;PayPal;Si;303,49 €;Paypal;Africa;África;22/1/24;1.593,35 €;Adultos
3244;Smartwatch;Reloj Inteligente;Electronics;Electrónica;356,14 €;2;40;Male;Masculino;21%;PayPal;Si;149,58 €;Paypal;Asia;Asia;11/8/24;562,70 €;Adultos Mayores
3245;Tablet;Tablet;Electronics;Electrónica;274,77 €;10;64;Female;Femenino;24%;Debit Card;Si;659,45 €;Tarjeta de Débito;South America;América del Sur;31/1/25;2.088,25 €;Tercera Edad
3246;Laptop;Portátil;Electronics;Electrónica;355,38 €;7;27;Female;Femenino;15%;Debit Card;Si;373,15 €;Tarjeta de Débito;Africa;África;3/11/23;2.114,51 €;Adultos
3247;Laptop;Portátil;Electronics;Electrónica;669,10 €;8;49;Male;Masculino;28%;PayPal;Si;1.498,78 €;Paypal;North America;América del Norte;27/2/24;3.854,02 €;Adultos Mayores
3248;Smartwatch;Reloj Inteligente;Electronics;Electrónica;266,34 €;8;19;Female;Femenino;3%;Bank Transfer;Si;63,92 €;Transferencia Bancaria;Asia;Asia;10/4/23;2.066,80 €;Jóvenes
3249;Smartphone;Móvil Inteligente;Electronics;Electrónica;649,88 €;6;57;Female;Femenino;27%;Debit Card;Si;1.052,81 €;Tarjeta de Débito;Africa;África;3/10/23;2.846,47 €;Adultos Mayores
3250;Headphones;Auriculares;Accessories;Accesorios;1.287,13 €;2;51;Male;Masculino;11%;Credit Card;Si;283,17 €;Tarjeta de Crédito;South America;América del Sur;22/11/24;2.291,09 €;Adultos Mayores
3251;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.473,93 €;7;48;Female;Femenino;19%;PayPal;Si;1.960,33 €;Paypal;Africa;África;30/12/23;8.357,18 €;Adultos Mayores
3252;Laptop;Portátil;Electronics;Electrónica;242,04 €;2;62;Male;Masculino;4%;PayPal;Si;19,36 €;Paypal;Asia;Asia;14/5/23;464,72 €;Tercera Edad
3253;Headphones;Auriculares;Accessories;Accesorios;1.270,25 €;8;46;Male;Masculino;2%;PayPal;Si;203,24 €;Paypal;Europe;Europa;7/2/23;9.958,76 €;Adultos Mayores
3254;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.122,61 €;6;39;Male;Masculino;16%;Bank Transfer;Si;1.077,71 €;Transferencia Bancaria;Europe;Europa;9/1/23;5.657,95 €;Adultos
3255;Smartwatch;Reloj Inteligente;Electronics;Electrónica;460,32 €;8;29;Female;Femenino;3%;Credit Card;Si;110,48 €;Tarjeta de Crédito;South America;América del Sur;26/3/23;3.572,08 €;Adultos
3256;Smartwatch;Reloj Inteligente;Electronics;Electrónica;567,48 €;2;30;Female;Femenino;5%;Debit Card;Si;56,75 €;Tarjeta de Débito;Asia;Asia;30/1/25;1.078,21 €;Adultos
3257;Laptop;Portátil;Electronics;Electrónica;364,26 €;3;21;Female;Femenino;28%;PayPal;Si;305,98 €;Paypal;Africa;África;4/7/24;786,80 €;Jóvenes
3258;Smartphone;Móvil Inteligente;Electronics;Electrónica;346,58 €;2;57;Female;Femenino;4%;PayPal;Si;27,73 €;Paypal;North America;América del Norte;31/7/24;665,43 €;Adultos Mayores
3259;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.483,74 €;1;51;Male;Masculino;28%;Debit Card;Si;415,45 €;Tarjeta de Débito;Asia;Asia;24/3/23;1.068,29 €;Adultos Mayores
3260;Laptop;Portátil;Electronics;Electrónica;1.187,71 €;3;53;Female;Femenino;11%;Credit Card;Si;391,94 €;Tarjeta de Crédito;Africa;África;14/12/23;3.171,19 €;Adultos Mayores
3261;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.104,98 €;4;21;Female;Femenino;22%;Bank Transfer;Si;972,38 €;Transferencia Bancaria;Africa;África;18/7/23;3.447,54 €;Jóvenes
3262;Tablet;Tablet;Electronics;Electrónica;330,80 €;7;61;Female;Femenino;2%;PayPal;Si;46,31 €;Paypal;North America;América del Norte;31/8/24;2.269,29 €;Tercera Edad
3263;Headphones;Auriculares;Accessories;Accesorios;915,19 €;2;35;Male;Masculino;1%;Bank Transfer;Si;18,30 €;Transferencia Bancaria;Asia;Asia;27/5/24;1.812,08 €;Adultos
3264;Laptop;Portátil;Electronics;Electrónica;998,18 €;10;25;Female;Femenino;7%;Debit Card;Si;698,73 €;Tarjeta de Débito;Europe;Europa;13/8/24;9.283,07 €;Adultos
3265;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.451,41 €;1;44;Male;Masculino;22%;PayPal;Si;319,31 €;Paypal;South America;América del Sur;14/10/24;1.132,10 €;Adultos Mayores
3266;Smartwatch;Reloj Inteligente;Electronics;Electrónica;627,65 €;10;64;Female;Femenino;22%;Debit Card;Si;1.380,83 €;Tarjeta de Débito;South America;América del Sur;19/9/23;4.895,67 €;Tercera Edad
3267;Tablet;Tablet;Electronics;Electrónica;1.422,61 €;7;32;Male;Masculino;1%;PayPal;Si;99,58 €;Paypal;Europe;Europa;20/4/23;9.858,69 €;Adultos
3268;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.194,32 €;1;59;Male;Masculino;16%;PayPal;Si;191,09 €;Paypal;Africa;África;28/2/24;1.003,23 €;Adultos Mayores
3269;Laptop;Portátil;Electronics;Electrónica;352,80 €;5;34;Female;Femenino;7%;Credit Card;Si;123,48 €;Tarjeta de Crédito;Africa;África;24/12/24;1.640,52 €;Adultos
